	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	nident	sname
1075	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1238	tr|A0A087WXK4|A0A087WXK4_HUMAN	100.0	5	0	0	1	5	563	567	63.0	17.7	5	tr|A0A087WXK4|A0A087WXK4_HUMAN Integral membrane protein GPR155 OS=Homo sapiens OX=9606 GN=GPR155 PE=1 SV=1
1076	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1239	tr|E7ESC6|E7ESC6_HUMAN	100.0	5	0	0	1	5	936	940	36.0	18.5	5	tr|E7ESC6|E7ESC6_HUMAN Exportin-7 OS=Homo sapiens OX=9606 GN=XPO7 PE=1 SV=1
1077	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1239	tr|H7BXF6|H7BXF6_HUMAN	100.0	5	0	0	1	5	7	11	70.0	17.7	5	tr|H7BXF6|H7BXF6_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=1
1081	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1244	tr|E9PIN0|E9PIN0_HUMAN	100.0	5	0	0	1	5	196	200	95.0	16.9	5	tr|E9PIN0|E9PIN0_HUMAN Serine-protein kinase ATM (Fragment) OS=Homo sapiens OX=9606 GN=ATM PE=1 SV=1
1082	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1245	tr|E7ESC6|E7ESC6_HUMAN	100.0	5	0	0	1	5	935	939	16.0	19.2	5	tr|E7ESC6|E7ESC6_HUMAN Exportin-7 OS=Homo sapiens OX=9606 GN=XPO7 PE=1 SV=1
1131	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1247	tr|U3KPS7|U3KPS7_HUMAN	100.0	5	0	0	1	5	56	60	72.0	17.3	5	tr|U3KPS7|U3KPS7_HUMAN Chromosome 21 open reading frame 13, isoform CRA_b OS=Homo sapiens OX=9606 GN=LCA5L PE=3 SV=1
1132	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1248	tr|H0YCY8|H0YCY8_HUMAN	100.0	5	0	0	1	5	211	215	72.0	17.3	5	tr|H0YCY8|H0YCY8_HUMAN Cathepsin C (Fragment) OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=8
1133	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1249	tr|A0A3B3ITM2|A0A3B3ITM2_HUMAN	100.0	5	0	0	1	5	442	446	16.0	19.2	5	tr|A0A3B3ITM2|A0A3B3ITM2_HUMAN Collagen alpha-1(XVII) chain (Fragment) OS=Homo sapiens OX=9606 GN=COL17A1 PE=1 SV=1
1139	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_78	tr|A0A087WVP1|A0A087WVP1_HUMAN	100.0	5	0	0	1	5	2405	2409	84.0	17.3	5	tr|A0A087WVP1|A0A087WVP1_HUMAN Protocadherin Fat 1 OS=Homo sapiens OX=9606 GN=FAT1 PE=1 SV=1
1140	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_79	tr|A6NNK5|A6NNK5_HUMAN	100.0	5	0	0	1	5	1236	1240	93.0	16.9	5	tr|A6NNK5|A6NNK5_HUMAN TP53-binding protein 1 OS=Homo sapiens OX=9606 GN=TP53BP1 PE=1 SV=2
1141	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_79	tr|G3V5X7|G3V5X7_HUMAN	100.0	5	0	0	1	5	94	98	99.0	16.9	5	tr|G3V5X7|G3V5X7_HUMAN Telomerase protein component 1 OS=Homo sapiens OX=9606 GN=TEP1 PE=1 SV=1
1142	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_80	tr|F8W7S1|F8W7S1_HUMAN	100.0	5	0	0	1	5	619	623	89.0	16.9	5	tr|F8W7S1|F8W7S1_HUMAN Mitoguardin 1 OS=Homo sapiens OX=9606 GN=MIGA1 PE=1 SV=2
1143	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_80	tr|A0A2R8YGK2|A0A2R8YGK2_HUMAN	100.0	5	0	0	1	5	590	594	89.0	16.9	5	tr|A0A2R8YGK2|A0A2R8YGK2_HUMAN Mitoguardin 1 OS=Homo sapiens OX=9606 GN=MIGA1 PE=1 SV=1
1144	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_80	tr|A0A2R8YE40|A0A2R8YE40_HUMAN	100.0	5	0	0	1	5	587	591	89.0	16.9	5	tr|A0A2R8YE40|A0A2R8YE40_HUMAN Mitoguardin 1 OS=Homo sapiens OX=9606 GN=MIGA1 PE=1 SV=1
1145	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_80	tr|A0A2R8YF99|A0A2R8YF99_HUMAN	100.0	5	0	0	1	5	586	590	89.0	16.9	5	tr|A0A2R8YF99|A0A2R8YF99_HUMAN Mitoguardin 1 OS=Homo sapiens OX=9606 GN=MIGA1 PE=1 SV=1
1146	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_40	tr|I3L100|I3L100_HUMAN	100.0	5	0	0	1	5	1355	1359	50.0	17.7	5	tr|I3L100|I3L100_HUMAN Neuralized-like protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=NEURL4 PE=1 SV=8
1147	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_40	tr|I3L2W2|I3L2W2_HUMAN	100.0	5	0	0	1	5	1368	1372	55.0	17.7	5	tr|I3L2W2|I3L2W2_HUMAN Neuralized-like protein 4 OS=Homo sapiens OX=9606 GN=NEURL4 PE=1 SV=1
1150	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_40	tr|J3QSD8|J3QSD8_HUMAN	100.0	5	0	0	1	5	115	119	85.0	17.3	5	tr|J3QSD8|J3QSD8_HUMAN Lactoperoxidase (Fragment) OS=Homo sapiens OX=9606 GN=LPO PE=1 SV=1
1155	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_42	tr|J3QSC0|J3QSC0_HUMAN	100.0	5	0	0	1	5	65	69	87.0	17.3	5	tr|J3QSC0|J3QSC0_HUMAN Cocaine esterase (Fragment) OS=Homo sapiens OX=9606 GN=CES2 PE=1 SV=1
1156	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_42	tr|H3BSU0|H3BSU0_HUMAN	100.0	5	0	0	1	5	70	74	94.0	17.3	5	tr|H3BSU0|H3BSU0_HUMAN Liver carboxylesterase 1 (Fragment) OS=Homo sapiens OX=9606 GN=CES1 PE=1 SV=2
1157	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_66	tr|A0A1B0GV05|A0A1B0GV05_HUMAN	100.0	5	0	0	1	5	10	14	92.0	16.9	5	tr|A0A1B0GV05|A0A1B0GV05_HUMAN Rap1 GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=RAP1GAP2 PE=1 SV=1
1158	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_76	tr|J3KRY6|J3KRY6_HUMAN	100.0	5	0	0	1	5	120	124	97.0	16.9	5	tr|J3KRY6|J3KRY6_HUMAN Mitochondrial thiamine pyrophosphate carrier (Fragment) OS=Homo sapiens OX=9606 GN=SLC25A19 PE=1 SV=1
1159	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_125	tr|A0A0A0MRF9|A0A0A0MRF9_HUMAN	100.0	5	0	0	1	5	1001	1005	40.0	18.1	5	tr|A0A0A0MRF9|A0A0A0MRF9_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma OS=Homo sapiens OX=9606 GN=PLCG2 PE=1 SV=1
1164	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_125	tr|H7C1H7|H7C1H7_HUMAN	100.0	5	0	0	1	5	229	233	72.0	17.3	5	tr|H7C1H7|H7C1H7_HUMAN Mitochondrial mRNA pseudouridine synthase RPUSD3 (Fragment) OS=Homo sapiens OX=9606 GN=RPUSD3 PE=1 SV=1
1170	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_125	tr|E9PD35|E9PD35_HUMAN	100.0	5	0	0	1	5	10	14	88.0	16.9	5	tr|E9PD35|E9PD35_HUMAN Vascular endothelial growth factor receptor 3 OS=Homo sapiens OX=9606 GN=FLT4 PE=1 SV=1
1171	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_126	tr|A0A087WY62|A0A087WY62_HUMAN	100.0	5	0	0	1	5	15	19	7.9	20.4	5	tr|A0A087WY62|A0A087WY62_HUMAN Neuroblastoma breakpoint family member 26 OS=Homo sapiens OX=9606 GN=NBPF26 PE=4 SV=3
1203	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_143	tr|B7ZAX5|B7ZAX5_HUMAN	100.0	5	0	0	1	5	85	89	92.0	16.9	5	tr|B7ZAX5|B7ZAX5_HUMAN N-acetylgalactosamine kinase OS=Homo sapiens OX=9606 GN=GALK2 PE=1 SV=1
1211	wuhan_hu_1|3|ORF3a_protein|MN908947|25393|26220_154	tr|E9PNM2|E9PNM2_HUMAN	100.0	5	0	0	1	5	140	144	89.0	17.3	5	tr|E9PNM2|E9PNM2_HUMAN Bestrophin OS=Homo sapiens OX=9606 GN=BEST3 PE=3 SV=1
1228	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_29	tr|E7ERH1|E7ERH1_HUMAN	100.0	5	0	0	1	5	2	6	51.0	17.7	5	tr|E7ERH1|E7ERH1_HUMAN Tensin-1 (Fragment) OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=1
1230	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_53	tr|A0A0A0MQS9|A0A0A0MQS9_HUMAN	100.0	5	0	0	1	5	13	17	37.0	18.5	5	tr|A0A0A0MQS9|A0A0A0MQS9_HUMAN Laminin subunit alpha-4 OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=1
1231	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_53	tr|A0A0A0MTC7|A0A0A0MTC7_HUMAN	100.0	5	0	0	1	5	13	17	37.0	18.5	5	tr|A0A0A0MTC7|A0A0A0MTC7_HUMAN Laminin subunit alpha-4 OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=1
1232	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_53	tr|G0XQ39|G0XQ39_HUMAN	100.0	5	0	0	1	5	9	13	37.0	18.5	5	tr|G0XQ39|G0XQ39_HUMAN STIM1L OS=Homo sapiens OX=9606 GN=STIM1 PE=1 SV=1
1233	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_53	tr|E5RFQ2|E5RFQ2_HUMAN	100.0	5	0	0	1	5	13	17	38.0	18.5	5	tr|E5RFQ2|E5RFQ2_HUMAN Laminin subunit alpha-4 (Fragment) OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=2
1234	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_53	tr|Q6LET9|Q6LET9_HUMAN	100.0	5	0	0	1	5	13	17	53.0	18.1	5	tr|Q6LET9|Q6LET9_HUMAN LAMA4 protein (Fragment) OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=1
1236	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_53	tr|E5RHF3|E5RHF3_HUMAN	100.0	5	0	0	1	5	13	17	90.0	17.3	5	tr|E5RHF3|E5RHF3_HUMAN Laminin subunit alpha-4 (Fragment) OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=8
1241	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_56	tr|A0A5F9ZHF9|A0A5F9ZHF9_HUMAN	100.0	5	0	0	1	5	698	702	81.0	17.3	5	tr|A0A5F9ZHF9|A0A5F9ZHF9_HUMAN Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE10A PE=1 SV=1
1242	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_56	tr|A0A5F9ZI67|A0A5F9ZI67_HUMAN	100.0	5	0	0	1	5	698	702	81.0	17.3	5	tr|A0A5F9ZI67|A0A5F9ZI67_HUMAN Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE10A PE=1 SV=1
1243	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_56	tr|A0A3B3ISJ6|A0A3B3ISJ6_HUMAN	100.0	5	0	0	1	5	683	687	81.0	17.3	5	tr|A0A3B3ISJ6|A0A3B3ISJ6_HUMAN Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE10A PE=1 SV=1
1244	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_56	tr|A0A3B3IRU7|A0A3B3IRU7_HUMAN	100.0	5	0	0	1	5	664	668	81.0	17.3	5	tr|A0A3B3IRU7|A0A3B3IRU7_HUMAN Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE10A PE=1 SV=1
1245	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_56	tr|A0A1B1UZQ1|A0A1B1UZQ1_HUMAN	100.0	5	0	0	1	5	601	605	81.0	17.3	5	tr|A0A1B1UZQ1|A0A1B1UZQ1_HUMAN Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE10A PE=1 SV=1
1246	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_57	tr|A0A0A0MQU1|A0A0A0MQU1_HUMAN	100.0	5	0	0	1	5	569	573	81.0	17.3	5	tr|A0A0A0MQU1|A0A0A0MQU1_HUMAN Inverted formin-2 (Fragment) OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=1
1247	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_73	tr|E9PMB3|E9PMB3_HUMAN	100.0	5	0	0	1	5	6	10	80.0	17.3	5	tr|E9PMB3|E9PMB3_HUMAN von Willebrand factor A domain-containing protein 5B1 OS=Homo sapiens OX=9606 GN=VWA5B1 PE=4 SV=1
1248	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_73	tr|E9PQ62|E9PQ62_HUMAN	100.0	5	0	0	1	5	6	10	82.0	17.3	5	tr|E9PQ62|E9PQ62_HUMAN von Willebrand factor A domain-containing protein 5B1 (Fragment) OS=Homo sapiens OX=9606 GN=VWA5B1 PE=4 SV=1
1249	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_109	tr|C9J1X0|C9J1X0_HUMAN	100.0	5	0	0	1	5	400	404	66.0	17.7	5	tr|C9J1X0|C9J1X0_HUMAN WD repeat-containing protein 91 OS=Homo sapiens OX=9606 GN=WDR91 PE=1 SV=1
1250	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_152	tr|A0A1B0GTX1|A0A1B0GTX1_HUMAN	100.0	5	0	0	1	5	328	332	82.0	17.3	5	tr|A0A1B0GTX1|A0A1B0GTX1_HUMAN Dynamin-binding protein OS=Homo sapiens OX=9606 GN=DNMBP PE=1 SV=1
1251	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_152	tr|H3BNV2|H3BNV2_HUMAN	100.0	5	0	0	1	5	236	240	86.0	17.3	5	tr|H3BNV2|H3BNV2_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1
1252	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_152	tr|B4DLR8|B4DLR8_HUMAN	100.0	5	0	0	1	5	185	189	87.0	17.3	5	tr|B4DLR8|B4DLR8_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1
1253	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_153	tr|A0A3B3IRY8|A0A3B3IRY8_HUMAN	100.0	5	0	0	1	5	950	954	85.0	17.3	5	tr|A0A3B3IRY8|A0A3B3IRY8_HUMAN Receptor protein-tyrosine kinase OS=Homo sapiens OX=9606 GN=EPHB1 PE=1 SV=1
1254	wuhan_hu_1|5|membrane_glycoprotein|MN908947|26523|27191_153	tr|A0A2R8YEJ5|A0A2R8YEJ5_HUMAN	100.0	5	0	0	1	5	116	120	88.0	16.9	5	tr|A0A2R8YEJ5|A0A2R8YEJ5_HUMAN Leucine-rich repeat and guanylate kinase domain-containing protein OS=Homo sapiens OX=9606 GN=LRGUK PE=1 SV=1
1255	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_14	tr|A0A1B0GXC7|A0A1B0GXC7_HUMAN	100.0	5	0	0	1	5	49	53	95.0	17.3	5	tr|A0A1B0GXC7|A0A1B0GXC7_HUMAN E3 ubiquitin-protein ligase HUWE1 (Fragment) OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=1
1256	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_17	tr|A0A0A0MR80|A0A0A0MR80_HUMAN	100.0	5	0	0	1	5	371	375	62.0	17.7	5	tr|A0A0A0MR80|A0A0A0MR80_HUMAN E1A-binding protein p400 OS=Homo sapiens OX=9606 GN=EP400 PE=1 SV=1
1257	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_17	tr|A0A0A0MR72|A0A0A0MR72_HUMAN	100.0	5	0	0	1	5	371	375	63.0	17.7	5	tr|A0A0A0MR72|A0A0A0MR72_HUMAN E1A-binding protein p400 (Fragment) OS=Homo sapiens OX=9606 GN=EP400 PE=1 SV=1
1258	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_43	tr|A0A3B3ITK4|A0A3B3ITK4_HUMAN	100.0	5	0	0	1	5	248	252	51.0	18.1	5	tr|A0A3B3ITK4|A0A3B3ITK4_HUMAN Protein arginine N-methyltransferase 6 (Fragment) OS=Homo sapiens OX=9606 GN=PRMT6 PE=1 SV=1
1259	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_43	tr|A0A0A0MT39|A0A0A0MT39_HUMAN	100.0	5	0	0	1	5	115	119	93.0	16.9	5	tr|A0A0A0MT39|A0A0A0MT39_HUMAN Sodium channel protein OS=Homo sapiens OX=9606 GN=SCN5A PE=1 SV=1
1260	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_43	tr|K4DIA1|K4DIA1_HUMAN	100.0	5	0	0	1	5	115	119	94.0	16.9	5	tr|K4DIA1|K4DIA1_HUMAN Sodium channel protein OS=Homo sapiens OX=9606 GN=SCN5A PE=1 SV=1
1261	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_44	tr|A0A0J9YX61|A0A0J9YX61_HUMAN	100.0	5	0	0	1	5	77	81	47.0	18.1	5	tr|A0A0J9YX61|A0A0J9YX61_HUMAN Sortilin (Fragment) OS=Homo sapiens OX=9606 GN=SORT1 PE=1 SV=3
1262	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_66	tr|H7C5K7|H7C5K7_HUMAN	100.0	5	0	0	1	5	142	146	60.0	17.7	5	tr|H7C5K7|H7C5K7_HUMAN Poly [ADP-ribose] polymerase (Fragment) OS=Homo sapiens OX=9606 GN=TIPARP PE=1 SV=1
1263	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_66	tr|G5E9W1|G5E9W1_HUMAN	100.0	5	0	0	1	5	439	443	72.0	17.3	5	tr|G5E9W1|G5E9W1_HUMAN Protein mono-ADP-ribosyltransferase TIPARP (Fragment) OS=Homo sapiens OX=9606 GN=TIPARP PE=1 SV=1
1264	wuhan_hu_1|7|ORF7a_protein|MN908947|27394|27759_66	tr|C9JXM5|C9JXM5_HUMAN	100.0	5	0	0	1	5	439	443	78.0	17.3	5	tr|C9JXM5|C9JXM5_HUMAN Protein mono-ADP-ribosyltransferase TIPARP (Fragment) OS=Homo sapiens OX=9606 GN=TIPARP PE=1 SV=1
1265	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_27	tr|H0YN33|H0YN33_HUMAN	100.0	5	0	0	1	5	189	193	98.0	16.9	5	tr|H0YN33|H0YN33_HUMAN Cyclin-dependent kinase 2-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=CINP PE=1 SV=1
1266	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_33	tr|A0A087WVP1|A0A087WVP1_HUMAN	100.0	5	0	0	1	5	3798	3802	75.0	17.3	5	tr|A0A087WVP1|A0A087WVP1_HUMAN Protocadherin Fat 1 OS=Homo sapiens OX=9606 GN=FAT1 PE=1 SV=1
1278	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_44	tr|A0A0G2JN34|A0A0G2JN34_HUMAN	100.0	5	0	0	1	5	977	981	73.0	17.3	5	tr|A0A0G2JN34|A0A0G2JN34_HUMAN Transient receptor potential cation channel subfamily M member 1 OS=Homo sapiens OX=9606 GN=TRPM1 PE=1 SV=1
1279	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_44	tr|A0A0G2JMR4|A0A0G2JMR4_HUMAN	100.0	5	0	0	1	5	960	964	73.0	17.3	5	tr|A0A0G2JMR4|A0A0G2JMR4_HUMAN Transient receptor potential cation channel subfamily M member 1 OS=Homo sapiens OX=9606 GN=TRPM1 PE=1 SV=1
1280	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_44	tr|A0A0G2JMJ5|A0A0G2JMJ5_HUMAN	100.0	5	0	0	1	5	938	942	73.0	17.3	5	tr|A0A0G2JMJ5|A0A0G2JMJ5_HUMAN Transient receptor potential cation channel subfamily M member 1 OS=Homo sapiens OX=9606 GN=TRPM1 PE=1 SV=1
1281	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_44	tr|A0A0G2JPN6|A0A0G2JPN6_HUMAN	100.0	5	0	0	1	5	938	942	73.0	17.3	5	tr|A0A0G2JPN6|A0A0G2JPN6_HUMAN Transient receptor potential cation channel subfamily M member 1 OS=Homo sapiens OX=9606 GN=TRPM1 PE=1 SV=1
1282	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_44	tr|A0A0A0MTQ9|A0A0A0MTQ9_HUMAN	100.0	5	0	0	1	5	861	865	73.0	17.3	5	tr|A0A0A0MTQ9|A0A0A0MTQ9_HUMAN Transient receptor potential cation channel subfamily M member 1 (Fragment) OS=Homo sapiens OX=9606 GN=TRPM1 PE=1 SV=1
1283	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_44	tr|H0YKU7|H0YKU7_HUMAN	100.0	5	0	0	1	5	938	942	77.0	17.3	5	tr|H0YKU7|H0YKU7_HUMAN Transient receptor potential cation channel subfamily M member 1 (Fragment) OS=Homo sapiens OX=9606 GN=TRPM1 PE=1 SV=1
1284	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_100	tr|H0YBC9|H0YBC9_HUMAN	100.0	5	0	0	1	5	328	332	69.0	17.3	5	tr|H0YBC9|H0YBC9_HUMAN DNA repair-scaffolding protein (Fragment) OS=Homo sapiens OX=9606 GN=SPIDR PE=1 SV=1
1285	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_100	tr|B3KP42|B3KP42_HUMAN	100.0	5	0	0	1	5	121	125	86.0	17.3	5	tr|B3KP42|B3KP42_HUMAN DNA repair-scaffolding protein OS=Homo sapiens OX=9606 GN=SPIDR PE=1 SV=1
1286	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_103	tr|A0A2R8YEW8|A0A2R8YEW8_HUMAN	100.0	5	0	0	1	5	250	254	99.0	16.9	5	tr|A0A2R8YEW8|A0A2R8YEW8_HUMAN GATOR complex protein DEPDC5 OS=Homo sapiens OX=9606 GN=DEPDC5 PE=1 SV=1
1287	wuhan_hu_1|8|ORF8_protein|MN908947|27894|28259_103	tr|A0A2R8Y842|A0A2R8Y842_HUMAN	100.0	5	0	0	1	5	250	254	99.0	16.9	5	tr|A0A2R8Y842|A0A2R8Y842_HUMAN GATOR complex protein DEPDC5 OS=Homo sapiens OX=9606 GN=DEPDC5 PE=1 SV=1
1288	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_922	tr|A0A0C4DG07|A0A0C4DG07_HUMAN	100.0	5	0	0	1	5	113	117	91.0	16.9	5	tr|A0A0C4DG07|A0A0C4DG07_HUMAN Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1
1289	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|A8K968|A8K968_HUMAN	100.0	5	0	0	1	5	79	83	31.0	18.5	5	tr|A8K968|A8K968_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1
1290	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|A0A0A0MRA8|A0A0A0MRA8_HUMAN	100.0	5	0	0	1	5	188	192	33.0	18.5	5	tr|A0A0A0MRA8|A0A0A0MRA8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1
1291	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|E9PHY5|E9PHY5_HUMAN	100.0	5	0	0	1	5	296	300	40.0	18.1	5	tr|E9PHY5|E9PHY5_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1
1292	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|E9PK52|E9PK52_HUMAN	100.0	5	0	0	1	5	296	300	41.0	18.1	5	tr|E9PK52|E9PK52_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1
1293	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|E9PII3|E9PII3_HUMAN	100.0	5	0	0	1	5	296	300	43.0	18.1	5	tr|E9PII3|E9PII3_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1
1294	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|A0A1B0GTF8|A0A1B0GTF8_HUMAN	100.0	5	0	0	1	5	79	83	53.0	17.7	5	tr|A0A1B0GTF8|A0A1B0GTF8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1
1295	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|A0A2R8Y6T6|A0A2R8Y6T6_HUMAN	100.0	5	0	0	1	5	231	235	57.0	17.7	5	tr|A0A2R8Y6T6|A0A2R8Y6T6_HUMAN Protein 4.1 (Fragment) OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=1
1296	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|A0A2U3TZH6|A0A2U3TZH6_HUMAN	100.0	5	0	0	1	5	288	292	59.0	17.7	5	tr|A0A2U3TZH6|A0A2U3TZH6_HUMAN Band 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=1
1297	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|A0A3B3ITC5|A0A3B3ITC5_HUMAN	100.0	5	0	0	1	5	288	292	59.0	17.7	5	tr|A0A3B3ITC5|A0A3B3ITC5_HUMAN Band 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=1
1298	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_923	tr|Q4VXN0|Q4VXN0_HUMAN	100.0	5	0	0	1	5	113	117	64.0	17.7	5	tr|Q4VXN0|Q4VXN0_HUMAN Band 4.1-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=EPB41L1 PE=1 SV=1
